design,n,method,cls,truth,bias,rmse,coverage,width,reps
srs,3000,olofsson,7,0.016596851362887376,-3.9984935128123884e-05,0.0021425931215329043,0.936,0.008255936704630689,500
srs,3000,olofsson,8,0.3328800301760934,-7.685613922585221e-05,0.0017689287680379053,0.952,0.007103662201855338,500
srs,3000,olofsson,10,0.0074149808421512375,1.1974001084565581e-05,0.0012247637413940317,0.946,0.004881610228235173,500
srs,3000,olofsson,12,0.016596851362887376,7.586703566324193e-05,0.001264459603000923,0.96,0.005127264377793403,500
srs,3000,olofsson,13,0.007931150860614243,6.1723659535818846e-06,0.0014953856151784955,0.952,0.005856869002605993,500
srs,3000,ppi_hard,2,0.1908141589406603,-5.35470576758561e-05,0.004391982967724208,0.966,0.01731879907000638,500
srs,3000,ppi_hard,3,0.020577316312957852,0.00010326483605349037,0.0016817676666985304,0.97,0.00709686989125813,500
srs,3000,ppi_hard,4,0.20052212582636836,6.051870037892809e-05,0.004444722600960017,0.96,0.018807843613359403,500
srs,3000,ppi_hard,5,0.011832205038613488,2.7804674031366843e-05,0.0031513928219157614,0.926,0.011488399727978495,500
srs,3000,ppi_hard,6,0.1948343292767664,0.00013089735388709984,0.0055042099020628605,0.96,0.02222567441680787,500
srs,3000,ppi_hard,7,0.016596851362887376,-0.00023340252820013764,0.004182610660855775,0.952,0.016134877104060055,500
srs,3000,ppi_hard,8,0.3328800301760934,-5.2273660641165565e-05,0.0018112000188371714,0.986,0.00927033096223661,500
srs,3000,ppi_hard,10,0.0074149808421512375,-0.00010960187848498694,0.0017227554750723609,0.958,0.006901804237048903,500
srs,3000,ppi_hard,12,0.016596851362887376,7.082375459879534e-05,0.001309469772785704,0.962,0.005479027759507648,500
srs,3000,ppi_hard,13,0.007931150860614243,5.551580605242387e-05,0.0015982677443092657,0.96,0.0063375969645122696,500
srs,3000,ppi_soft,2,0.1908141589406603,-8.715987287188271e-05,0.003583619187669664,0.962,0.01482498721506036,500
srs,3000,ppi_soft,3,0.020577316312957852,2.76586505481053e-06,0.0013203241484182162,0.954,0.0057333333633061605,500
