design,n,method,cls,truth,bias,rmse,coverage,width,reps
srs,3000,stratppi,7,0.016596851362887376,-0.00016804411494516513,0.0020514859399091675,0.924,0.007720914760230094,500
srs,3000,stratppi,8,0.3328800301760934,-0.00017937822082069742,0.0016054806686759812,0.938,0.006097441492718422,500
srs,3000,stratppi,10,0.0074149808421512375,-5.4513370999024644e-05,0.0011191986499356269,0.946,0.004426242199812845,500
srs,3000,stratppi,12,0.016596851362887376,5.7424105437691135e-05,0.001214922411067265,0.956,0.004884427946115311,500
srs,3000,stratppi,13,0.007931150860614243,6.1723659535818846e-06,0.0014953856151784955,0.952,0.005856869002605994,500
srs,3000,xppi_aef,2,0.1908141589406603,0.0004943768995841743,0.0042928984155436,0.96,0.01826401968860493,100
srs,3000,xppi_aef,3,0.020577316312957852,4.847711822087986e-06,0.0019418759317904458,0.95,0.0075682779195590955,100
srs,3000,xppi_aef,4,0.20052212582636836,-0.00011495965377971957,0.004941682144262029,0.96,0.018605490478996907,100
srs,3000,xppi_aef,5,0.011832205038613488,0.0001477719765731414,0.0019145682625598722,0.94,0.007435329000063114,100
srs,3000,xppi_aef,6,0.1948343292767664,-0.0009563278830144337,0.005609075594340099,0.96,0.0215990832536619,100
srs,3000,xppi_aef,7,0.016596851362887376,1.646654719915562e-05,0.0019540934842934804,0.98,0.008716634439219644,100
srs,3000,xppi_aef,8,0.3328800301760934,8.459530513550306e-05,0.0036185924702667217,0.95,0.01456931442844369,100
srs,3000,xppi_aef,10,0.0074149808421512375,0.00015538148655545053,0.0015758804098518321,0.9,0.005550462395366429,100
srs,3000,xppi_aef,12,0.016596851362887376,4.605936409379778e-05,0.001210423065799215,0.99,0.005600547629018272,100
srs,3000,xppi_aef,13,0.007931150860614243,0.00012178824583079522,0.001581449344588578,0.96,0.006253624772971537,100
srs,3000,xppi_pcal,2,0.1908141589406603,0.0007816324282985898,0.004405416879135848,0.96,0.017424135089103135,100
srs,3000,xppi_pcal,3,0.020577316312957852,-3.368085095643892e-05,0.0016956748134808177,0.93,0.006858011275133405,100
srs,3000,xppi_pcal,4,0.20052212582636836,-0.00033329664598805706,0.004806934805728082,0.95,0.0176208087787875,100
srs,3000,xppi_pcal,5,0.011832205038613488,0.00025643160056230507,0.0021208899140407107,0.89,0.007066932396846973,100
srs,3000,xppi_pcal,6,0.1948343292767664,-0.0009268739836876591,0.005498965014813309,0.93,0.02009477787544633,100
srs,3000,xppi_pcal,7,0.016596851362887376,-1.4512576969492736e-05,0.0017871382152298769,0.98,0.008385182389716061,100
srs,3000,xppi_pcal,8,0.3328800301760934,0.0001560101976769962,0.0035659079426519666,0.96,0.01431857716148014,100
srs,3000,xppi_pcal,10,0.0074149808421512375,0.0001419739941252672,0.001569128860560856,0.87,0.005283865050623069,100
srs,3000,xppi_pcal,12,0.016596851362887376,-5.80302427455049e-05,0.0013827585844257897,0.97,0.005675512110987142,100
srs,3000,xppi_pcal,13,0.007931150860614243,3.0346079683964255e-05,0.0016020706858027101,0.93,0.006342001830560675,100
strat,300,olofsson,2,0.1908141589406603,-0.00012875018194019166,0.014106889469494607,0.944,0.05539039590647957,500
strat,300,olofsson,3,0.020577316312957852,0.00013961336648964448,0.002782315773715251,0.936,0.010833690647623906,500
strat,300,olofsson,4,0.20052212582636836,-6.725595760131952e-05,0.012254142602814001,0.962,0.04948965002664056,500
strat,300,olofsson,5,0.011832205038613488,-6.608338023765729e-05,0.003624494697142601,0.904,0.014067989454887865,500
strat,300,olofsson,6,0.1948343292767664,-5.337014467113393e-05,0.016515789509231018,0.938,0.0644041295227719,500
strat,300,olofsson,7,0.016596851362887376,0.00043212188197982505,0.005568608315502252,0.93,0.02168950096012384,500
strat,300,olofsson,8,0.3328800301760934,-1.982511226088468e-05,0.006911119330823458,0.936,0.024313157222646178,500
strat,300,olofsson,10,0.0074149808421512375,-0.00020682956439316416,0.0020349372738532904,0.912,0.007376297629265457,500
strat,300,olofsson,12,0.016596851362887376,5.748092447702947e-05,0.004168105784187935,0.528,0.013571327555088674,500
strat,300,olofsson,13,0.007931150860614243,-8.710183184217593e-05,0.003210669554688507,0.868,0.011291383844360773,500
strat,300,stratppi,2,0.1908141589406603,-0.0007143413032680928,0.01331213273609675,0.926,0.04930788879692208,500
strat,300,stratppi,3,0.020577316312957852,-7.115782223612464e-05,0.0025070520013392343,0.924,0.009367169432086634,500
strat,300,stratppi,4,0.20052212582636836,-0.0005719373092409552,0.011392123794046813,0.946,0.04392673734852399,500
strat,300,stratppi,5,0.011832205038613488,-0.000432553804083493,0.0034018880379806334,0.894,0.012813823616755989,500
strat,300,stratppi,6,0.1948343292767664,-0.0006317407779528116,0.015596404213682134,0.926,0.05832394942624786,500
strat,300,stratppi,7,0.016596851362887376,7.78163360573051e-05,0.005214515566978623,0.928,0.019813525065064785,500
strat,300,stratppi,8,0.3328800301760934,0.0002376368710749094,0.005748850783729768,0.888,0.018515705362037494,500
strat,300,stratppi,10,0.0074149808421512375,-0.00023468967877899035,0.0018923346940314457,0.908,0.00663250857880386,500
strat,300,stratppi,12,0.016596851362887376,-0.0001351777361347222,0.003965532693433114,0.528,0.012668668229228427,500
strat,300,stratppi,13,0.007931150860614243,-8.710183184217593e-05,0.003210669554688507,0.868,0.01129138384436077,500
strat,1000,olofsson,2,0.1908141589406603,0.00014926889147108007,0.00763242674439793,0.94,0.029211773500788733,500
strat,1000,olofsson,3,0.020577316312957852,9.41871218708418e-05,0.0014982329058777185,0.966,0.006448234525949708,500
strat,1000,olofsson,4,0.20052212582636836,0.0004011301358815845,0.006646317911727313,0.956,0.02644357953249377,500
strat,1000,olofsson,5,0.011832205038613488,4.2975931538445435e-05,0.0020408178441625167,0.946,0.008043071190793848,500
strat,1000,olofsson,6,0.1948343292767664,-0.0005563161665864729,0.008901389957106529,0.944,0.034344510285543445,500
strat,1000,olofsson,7,0.016596851362887376,-8.46029816757797e-05,0.0031262283992468235,0.938,0.011830837736484363,500
strat,1000,olofsson,8,0.3328800301760934,0.00012145595345632398,0.003522242126892416,0.952,0.013565343610988495,500
strat,1000,olofsson,10,0.0074149808421512375,-4.377696122257286e-05,0.0011641127428379373,0.95,0.00458078208908115,500
strat,1000,olofsson,12,0.016596851362887376,-0.00013066185156141366,0.002123697079349474,0.892,0.00821333750479235,500
strat,1000,olofsson,13,0.007931150860614243,6.339926827902774e-06,0.0018106123993171508,0.92,0.006800158867084481,500
strat,1000,stratppi,2,0.1908141589406603,-2.1888425076842687e-05,0.007072703800201184,0.938,0.026275515864787862,500
strat,1000,stratppi,3,0.020577316312957852,-3.175149467593232e-05,0.0013510197010992877,0.968,0.005645308665206349,500
strat,1000,stratppi,4,0.20052212582636836,9.392379585581766e-05,0.0061346518211456095,0.944,0.023758061561157146,500
strat,1000,stratppi,5,0.011832205038613488,-0.00013297130588972795,0.0019522143450758152,0.946,0.007506428880275298,500
strat,1000,stratppi,6,0.1948343292767664,-0.0007780717172110474,0.00826347714345676,0.94,0.03131638140908034,500
strat,1000,stratppi,7,0.016596851362887376,-0.0002538541795296686,0.0029361715583384085,0.928,0.011043852861598546,500
strat,1000,stratppi,8,0.3328800301760934,-0.00016369562841252815,0.0031704630774439225,0.934,0.011156838587421386,500
strat,1000,stratppi,10,0.0074149808421512375,-8.72456080092107e-05,0.0010849209957278982,0.94,0.004158247116056481,500
strat,1000,stratppi,12,0.016596851362887376,-0.00020305887872398688,0.0020653955038180943,0.888,0.007765428422995715,500
strat,1000,stratppi,13,0.007931150860614243,6.339926827902774e-06,0.0018106123993171508,0.92,0.006800158867084482,500
strat,3000,olofsson,2,0.1908141589406603,0.0002074086227226946,0.004047591572238046,0.948,0.01647828928519203,500
strat,3000,olofsson,3,0.020577316312957852,-2.209622460978588e-05,0.0009617882071841483,0.952,0.003952391767511589,500
strat,3000,olofsson,4,0.20052212582636836,0.00012316638578751564,0.0038781936211557725,0.954,0.015088211519942945,500
strat,3000,olofsson,5,0.011832205038613488,-7.488724109873125e-05,0.0012154901064275602,0.94,0.004830834356392758,500
strat,3000,olofsson,6,0.1948343292767664,-5.34344089885464e-05,0.00478947617341084,0.96,0.01940560671297565,500
strat,3000,olofsson,7,0.016596851362887376,-2.610006653795149e-05,0.0016682493047517528,0.962,0.006923955865430794,500
strat,3000,olofsson,8,0.3328800301760934,-2.9944864767526667e-05,0.0020474326272434664,0.942,0.00790634503692603,500
strat,3000,olofsson,10,0.0074149808421512375,-4.0655980138195963e-05,0.0007021074638911935,0.956,0.002889115938587152,500
strat,3000,olofsson,12,0.016596851362887376,-4.741087037923519e-05,0.0012761820095546778,0.922,0.004844938008234879,500
strat,3000,olofsson,13,0.007931150860614243,-3.604535199029378e-05,0.0009825605067263436,0.946,0.004078389310114298,500
strat,3000,stratppi,2,0.1908141589406603,2.890608323794236e-05,0.0037879602214450133,0.944,0.014907546064532972,500
strat,3000,stratppi,3,0.020577316312957852,-4.4407705057347666e-05,0.0008676857250568593,0.962,0.0035066383790020882,500
strat,3000,stratppi,4,0.20052212582636836,0.0001105637435687647,0.003582654368247652,0.944,0.013606624982716899,500
strat,3000,stratppi,5,0.011832205038613488,-0.0001637718461765914,0.0011638650037941985,0.936,0.00455437225530204,500
strat,3000,stratppi,6,0.1948343292767664,-0.00012014454571227462,0.004480755867705529,0.952,0.01775913779030217,500
strat,3000,stratppi,7,0.016596851362887376,-7.689326281600915e-05,0.0016187485348389153,0.956,0.006504460469350276,500
strat,3000,stratppi,8,0.3328800301760934,-8.05048506709074e-05,0.0017887988311923052,0.936,0.006643569721322234,500
strat,3000,stratppi,10,0.0074149808421512375,-6.275832839483564e-05,0.0006655380510856868,0.956,0.0026801868751914677,500
strat,3000,stratppi,12,0.016596851362887376,-8.762839491501139e-05,0.001215138530015515,0.918,0.004577008120703656,500
strat,3000,stratppi,13,0.007931150860614243,-3.604535199029378e-05,0.0009825605067263436,0.946,0.004078389310114296,500
