setup,f1_mean,f1_std,bal_acc_mean,bal_acc_std,raps_kept_pct_mean,n_folds
cg_llto,0.6196666666666667,0.027900059737092513,0.6120666666666666,0.028958130694734643,30.400000000000002,3
cg_llto_raps,0.6164666666666666,0.03222147317137025,0.6073333333333334,0.035939439802719964,30.400000000000002,3
